,Pseudo Code,Java,Python
620,"Find the radii of the circles which are lined in a row , and distance between the centers of first and last circle is given | Java program to find radii of the circles which are lined in a row and distance between the centers of first and last circle is given ; Driver code","```java
import java.util.Scanner;

public class CircleRadii {

    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter the number of circles: "");
        int n = scanner.nextInt();
        System.out.print(""Enter the distance between the centers of the first and last circles: "");
        double distance = scanner.nextDouble();

        double[] radii = findRadii(n, distance);

        System.out.println(""Radii of the circles:"");
        for (int i = 0; i < n; i++) {
            System.out.println(""Circle "" + (i + 1) + "": "" + radii[i]);
        }
    }

    public static double[] findRadii(int n, double distance) {
        double[] radii = new double[n];
        for (int i = 0; i < n; i++) {
            radii[i] = distance / (2 * (n - 1));
        }
        return radii;
    }
}
```","```python
def find_radii(n, distance):
  radii = [0] * n
  for i in range(n):
    radii[i] = distance / (2 * n - 1)
  return radii
```"
621,"Find the side of the squares which are lined in a row , and distance between the centers of first and last square is given | Java program to find side of the squares which are lined in a row and distance between the centers of first and last squares is given ; Driver code","```java
public static double findSide(double distance, int numSquares) {
    return (distance - (numSquares - 1) * 2) / (numSquares - 1);
}
```","```python
def find_side(distance, num_squares):
  return distance / (num_squares - 1)
```"
622,Number of triangles formed by joining vertices of n | Java program to implement the above problem ; Function to find the number of triangles ; print the number of triangles ; Driver code ; initialize the number of sides of a polygon,"```java
public static int findNumberOfTriangles(int n) {
    if (n < 3) {
      return 0;
    }
    return n * (n - 1) * (n - 2) / 6;
  }
```","```python
def countTriangles(n):
  return n * (n - 1) * (n - 2) // 6
```"
623,Find the Diameter or Longest chord of a Circle | Java program to find the longest chord or diameter of the circle whose radius is given ; Function to find the longest chord ; Driver code ; Get the radius ; Find the diameter,"```java
public static double findDiameter(double radius) {
    return 2 * radius;
  }
```","```python
def find_diameter(radius):
  return 2 * radius
```"
624,Slope of the line parallel to the line with the given slope | Java implementation of the approach ; Function to return the slope of the line which is parallel to the line with the given slope ; Driver code,"```java
public static double parallelSlope(double slope) {
    return slope;
}
```","```python
def slope_of_parallel_line(slope):
  return slope
```"
625,Total number of triangles formed when there are H horizontal and V vertical lines | Java implementation of the approach ; Function to return total triangles ; Only possible triangle is the given triangle ; If only vertical lines are present ; If only horizontal lines are present ; Return total triangles ; Driver code,"```java
public static int totalTriangles(int H, int V) {
    if (H == 0 || V == 0) {
      return 0;
    }
    return (H - 1) * (V - 1);
  }
```","```python
def total_triangles(H, V):
  if H == 0 or V == 0:
    return 0
  if H == 1 or V == 1:
    return 1
  return H * V
```"
626,Largest sphere that can be inscribed in a right circular cylinder inscribed in a frustum | Java Program to find the biggest sphere that can be inscribed within a right circular cylinder which in turn is inscribed within a frustum ; Function to find the biggest sphere ; the radii and height cannot be negative ; radius of the sphere ; volume of the sphere ; Driver code,"```java
public static double findBiggestSphere(double r1, double r2, double h) {
    if (r1 < 0 || r2 < 0 || h < 0) {
        return -1;
    }
    double r = (r1 * r2 * h) / (r1 * h + r2 * h + 2 * Math.sqrt(r1 * r1 * r2 * r2 + r1 * r1 * h * h + r2 * r2 * h * h));
    return (4.0 / 3.0) * Math.PI * r * r * r;
  }
```","```python
import math

def find_biggest_sphere(r1, r2, h):
  if r1 < 0 or r2 < 0 or h < 0:
    return -1
  radius_of_sphere = min((r1 + r2) / 2, h / 2)
  volume_of_sphere = (4 / 3) * math.pi * radius_of_sphere ** 3
  return volume_of_sphere
```"
627,Check whether two straight lines are orthogonal or not | Java implementation of above approach ; Function to check if two straight lines are orthogonal or not ; Both lines have infinite slope ; Only line 1 has infinite slope ; Only line 2 has infinite slope ; Find slopes of the lines ; Check if their product is - 1 ; Driver code,"```java
public static boolean areOrthogonal(double x1, double y1, double x2, double y2, double x3, double y3, double x4, double y4) {
    if ((x1 == x2 && x3 == x4) || (y1 == y2 && y3 == y4)) {
        return true;
    } else if (x1 == x2) {
        return y3 != y4;
    } else if (x3 == x4) {
        return y1 != y2;
    } else {
        double slope1 = (y2 - y1) / (x2 - x1);
        double slope2 = (y4 - y3) / (x4 - x3);
        return slope1 * slope2 == -1;
    }
}
```","```python
def are_lines_orthogonal(x1, y1, x2, y2, x3, y3, x4, y4):
  if (x2 - x1 == 0 and x4 - x3 == 0):
    return True
  if (x2 - x1 == 0):
    return False
  if (x4 - x3 == 0):
    return False
  m1 = (y2 - y1) / (x2 - x1)
  m2 = (y4 - y3) / (x4 - x3)
  return m1 * m2 == -1
```"
628,Diagonal of a Regular Pentagon | Java Program to find the diagonal of a regular pentagon ; Function to find the diagonal of a regular pentagon ; Side cannot be negative ; Length of the diagonal ; Driver code,"```java
public static double diagonalOfPentagon(double side) {
    if (side < 0) {
      return -1;
    }
    return side * Math.sqrt((5 + 2 * Math.sqrt(5)) / 2);
  }
```","```python
import math

def diagonal_of_pentagon(side):
  return side * math.sqrt((5 + 2 * math.sqrt(5)) / 2)
```"
629,Area of hexagon with given diagonal length | Java program to find the area of Hexagon with given diagonal ; Function to calculate area ; Formula to find area ; Main,"```java
public static double areaOfHexagon(double diagonal) {
    return (3 * Math.sqrt(3) * Math.pow(diagonal, 2)) / 8;
  }
```","```python
import math

def hexagon_area(diagonal):
  return (3 * math.sqrt(3) * (diagonal ** 2)) / 8
```"
630,Number of squares of side length required to cover an N * M rectangle | Java program to find number of squares of a * a required to cover n * m rectangle ; function to find a number of squares of a * a required to cover n * m rectangle ; Driver code ; function call,"```java
public static int findSquares(int n, int m, int a) {
    return (int) Math.ceil((double) n / a) * (int) Math.ceil((double) m / a);
}
```","```python
def count_squares(n, m, a):
  return (n // a) * (m // a) + ((n % a != 0) * (m // a) + (m % a != 0) * (n // a) + (n % a != 0 and m % a != 0))
```"
631,Length of the Diagonal of the Octagon | Java Program to find the diagonal of the octagon ; Function to find the diagonal of the octagon ; side cannot be negative ; diagonal of the octagon ; Driver code,"```java
public static double diagonalOfOctagon(double side) {
    if (side < 0) {
      return -1;
    }
    return side * Math.sqrt(2 + 2 * Math.sqrt(2));
  }
```","```python
import math

def diagonal_of_octagon(side):
  if side < 0:
    return -1
  return side * math.sqrt(2 + 2*math.sqrt(2))
```"
632,Program to Calculate the Perimeter of a Decagon | package whatever do not write package name here Java program to Calculate the Perimeter of a Decagon ; Function for finding the perimeter ; Driver code,"```java
public static double decagonPerimeter(double side) {
    return 10 * side;
  }
```","```python
def perimeter_of_decagon(side_length):
  return 10 * side_length
```"
633,Sum of lengths of all 12 edges of any rectangular parallelepiped | Java program to illustrate the above problem ; function to find the sum of all the edges of parallelepiped ; to calculate the length of one edge ; sum of all the edges of one side ; net sum will be equal to the summation of edges of all the sides ; Driver code ; initialize the area of three faces which has a common vertex,"```java
public static double sumOfEdges(double a, double b, double c) {
    return 4 * (a + b + c);
}
```","```python
def sum_of_edges(a, b, c):
  return 4 * (a + b + c)
```"
634,"Maximum number of pieces in N cuts | Java program to find maximum no of pieces by given number of cuts ; Function for finding maximum pieces with n cuts . ; to maximize number of pieces x is the horizontal cuts ; Now ( x ) is the horizontal cuts and ( n - x ) is vertical cuts , then maximum number of pieces = ( x + 1 ) * ( n - x + 1 ) ; Driver code ; Taking the maximum number of cuts allowed as 3 ; Finding and printing the max number of pieces","```java
public static int maxPieces(int n) {
    int maxPieces = 0;
    for (int x = 0; x <= n; x++) {
        int currentPieces = (x + 1) * (n - x + 1);
        maxPieces = Math.max(maxPieces, currentPieces);
    }
    return maxPieces;
}
```","```python
def max_pieces(n):
  max_pieces = 0
  for x in range(n + 1):
    pieces = (x + 1) * (n - x + 1)
    max_pieces = max(max_pieces, pieces)
  return max_pieces
```"
635,Program to check whether 4 points in a 3 | Java program to check if 4 points in a 3 - D plane are Coplanar ; Function to find equation of plane . ; checking if the 4 th point satisfies the above equation ; Driver Code ; function calling,"```java
public class CoplanarPoints {

    public static boolean areCoplanar(double[][] points) {
        if (points.length != 4) {
            return false;
        }
        double[] a = points[0];
        double[] b = points[1];
        double[] c = points[2];
        double[] d = points[3];

        double[] ab = new double[]{b[0] - a[0], b[1] - a[1], b[2] - a[2]};
        double[] ac = new double[]{c[0] - a[0], c[1] - a[1], c[2] - a[2]};

        double[] normal = new double[]{ab[1] * ac[2] - ab[2] * ac[1],
                                       ab[2] * ac[0] - ab[0] * ac[2],
                                       ab[0] * ac[1] - ab[1] * ac[0]};

        double dValue = - (normal[0] * a[0] + normal[1] * a[1] + normal[2] * a[2]);

        return Math.abs(normal[0] * d[0] + normal[1] * d[1] + normal[2] * d[2] + dValue) < 1e-6;
    }

    public static void main(String[] args) {
        double[][] points1 = {{1, 2, 3}, {4, 5, 6}, {7, 8, 9}, {10, 11, 12}};
        double[][] points2 = {{1, 2, 3}, {4, 5, 6}, {7, 8, 9}, {10, 11, 13}};

        System.out.println(areCoplanar(points1)); // true
        System.out.println(areCoplanar(points2)); // false
    }
}
```","```python
import numpy as np

def is_coplanar(p1, p2, p3, p4):
  """"""
  Checks if 4 points in a 3D plane are coplanar.

  Args:
    p1: Coordinates of the first point (x1, y1, z1).
    p2: Coordinates of the second point (x2, y2, z2).
    p3: Coordinates of the third point (x3, y3, z3).
    p4: Coordinates of the fourth point (x4, y4, z4).

  Returns:
    True if the points are coplanar, False otherwise.
  """"""
  # Calculate the normal vector of the plane formed by the first three points.
  v1 = np.array(p2) - np.array(p1)
  v2 = np.array(p3) - np.array(p1)
  normal_vector = np.cross(v1, v2)

  # Calculate the distance of the fourth point from the plane.
  v3 = np.array(p4) - np.array(p1)
  distance = np.dot(normal_vector, v3)

  # If the distance is zero, the fourth point lies on the plane.
  return abs(distance) < 1e-6
```"
636,Angle between two Planes in 3D | Java program to find the Angle between two Planes in 3 D . ; Function to find Angle ; Driver code,"```java
public static double angleBetweenPlanes(double[] n1, double[] n2) {
    double dotProduct = n1[0] * n2[0] + n1[1] * n2[1] + n1[2] * n2[2];
    double magnitudeN1 = Math.sqrt(n1[0] * n1[0] + n1[1] * n1[1] + n1[2] * n1[2]);
    double magnitudeN2 = Math.sqrt(n2[0] * n2[0] + n2[1] * n2[1] + n2[2] * n2[2]);
    return Math.acos(dotProduct / (magnitudeN1 * magnitudeN2));
  }
```","```python
import numpy as np

def angle_between_planes(a1, b1, c1, d1, a2, b2, c2, d2):
  n1 = np.array([a1, b1, c1])
  n2 = np.array([a2, b2, c2])
  return np.degrees(np.arccos(np.dot(n1, n2) / (np.linalg.norm(n1) * np.linalg.norm(n2))))
```"
